utteredby	name	fullname	id	address	descr	lat	lon	ialink
	Mbm		PL000149	via de' gavasseti 67, modena	maglificio, ex sede in via de Gavasseti	10.902386	44.6509988	
	Medaglie d'oro		PL000151	Viale Medaglie D'Oro, Buon Pastore-Sant'Agnese-San Damaso, Modena, MO, Emilia-Romagna, 41124, Italy		10.9302164	44.6367248	
	Mercato albinelli		PL000154	Mercato Coperto Albinelli, 13, Via Luigi Albinelli, Quartiere Baggiovara, Centro Storico, Modena, MO, Emilia-Romagna, 41121, Italy		NotAvailable	NotAvailable	
	Milano		PL000155	Milano, Italy		9.1904984	45.4667971	
	Modena		PL000157	Modena, italy		10.9255707	44.6458885	
	Moma		PL000160	MoMA (Museum Of Modern Art), 11, West 53rd Street, Diamond District, Midtown, Manhattan, Manhattan Community Board 5, New York County, New York City, New York, 10019, USA	a New York	NotAvailable	NotAvailable	
	Morane		PL000161	Morane, Strada Morane, Buon Pastore-Sant'Agnese-San Damaso, Modena, MO, Emilia-Romagna, 41125, Italy		10.9348042	44.6152699	
	New york		PL000165	New York		-73.9871558	40.7308619	
	Nonantola		PL000167	Nonantola, Italy		11.0436236	44.6776083	
	Nord africa		PL000168			NotAvailable	NotAvailable	
	Ovestlab		PL000173	Via Nicolò Biondo 86, Modena		10.9011459	44.6543412	
	Palazzetto dello sport		PL000174	Palazzo dello Sport Palapanini, 25, Viale Dello Sport, Torrenova, Crocetta-San Lazzaro-Modena Est, Modena, MO, Emilia-Romagna, 41122, Italy		NotAvailable	NotAvailable	
	Panaro		PL000175			NotAvailable	NotAvailable	
	Panini		PL000176	Via Emilio Po, 380, 41126 Modena MO		10.8990901	44.6493163	
	Parco ferrari		PL000179	Parco Enzo Ferrari, Villaggio Artigiano, San Faustino-Madonnina-Quattroville, Modena, MO, Emilia-Romagna, Italy		10.9074604877685	44.6499674	
	Parco sigurtà		PL000180	Parco Giardino Sigurtà, Viale dei Pini, Il Torrione, Valeggio sul Mincio, VR, Veneto, 37067, Italy		10.7341685713398	45.36145395	
	Parma		PL000181	Parma, Italy		10.3280833	44.8013678	
	Parrocchia della madonnina		PL000183	Via Pietro Alvarado, 19, 41123 Modena MO		10.8987884	44.6566849	
	Pestalozzi		PL000187	Via Monte Grappa, 49, 41121 Modena MO	vecchio nome delle scuole materne in Monte Grappa	10.9402933	44.6475791	
	Piazza mazzini		PL000188	Piazza Giuseppe Mazzini, Quartiere Albareto, Centro Storico, Modena, MO, Emilia-Romagna, 41121, Italy		10.9271115804774	44.6466959	
	Piazza san marco		PL000189			NotAvailable	NotAvailable	
	Polisportiva di san faustino		PL000192	Via Wiligelmo, 72, 41124 Modena MO		10.912137775641	44.63651305	
	Provincia di modena		PL000198	MO, Emilia-Romagna, Italy		10.9359608705307	44.5384728	
	Reggio emilia		PL000201	Reggio Emilia, Italy		10.6304958	44.6978446	
	Riccione		PL000203	Riccione, Italy		12.6474368	43.998274	
	Roma		PL000204	Roma, Italy		12.4853384	41.894802	
	Sacca		PL000207	Sacca, Modena, MO, Emilia-Romagna, 41121, Italy		10.9313857	44.6627322	
	Sala parrocchiale della madonnina		PL000211	Via Pietro Alvarado, 19, 41123 Modena MO		10.8987884	44.6566849	
	San cataldo		PL000214	Via San Cataldo, 41100 Modena MO		NotAvailable	NotAvailable	
	San donnino		PL000215	San Donnino, Buon Pastore-Sant'Agnese-San Damaso, Modena, MO, Emilia-Romagna, Italy		NotAvailable	NotAvailable	
	San faustino		PL000216	San Faustino, Modena, MO, Emilia-Romagna, 41124, Italy (		10.9115481	44.6401224	
	Santa caterina		PL000217	Via Mar Mediterraneo, 80, 41122 Modena MO		10.9441033	44.6525374	
	Santa severina		PL000218	Santa Severina, KR, Italy		16.9127762	39.1479012	
	Sassuolo		PL000219	Sassuolo, Italy		10.7829023	44.5409769	
	Scuola emilio po		PL000224	Scuola Primaria Statale Emilio Po, 89, Via Giovanni Antonio Scacciera, Villaggio Artigiano, San Faustino-Madonnina-Quattroville, Modena, MO,		NotAvailable	NotAvailable	
	Sila		PL000232	Sila National Park, 437, Casali del Manco, CS, Calabria, Italy 		16.5074912220973	39.26001065	
	Soliera		PL000235	Soliera, Italy		10.924393	44.7381035	
	Somalia		PL000236	Somalia		49.083416	8.3676771	
	Spezzano		PL000237	Spezzano, Via Statale, Crociale, Casa Palestro, Fiorano Modenese, Unione dei comuni del Distretto Ceramico, MO, Emilia-Romagna, 41042, Italy (		10.8405827	44.5333423	
	Staggia		PL000238	Staggia Modenese, Unione Comuni Modenesi Area Nord, MO, Emilia-Romagna, 41036, Italy 		11.0526039	44.8028836	
	afor_av_miriam-tirincanti_01	Miriam Tiricanti 01	IN000001			10.90377	44.653198	afor_av-miriam-tirincanti_01
	afor_av_miriam-tirincanti_02	Miriam Tiricanti 02	IN000002			10.90377	44.653198	afor_av-miriam-tirincanti_02
	afor_av_miriam-tirincanti-e-vittorio-candi_01	Miriam Tiricanti e Vittorio Candi 01	IN000003			10.90377	44.653198	
	afor_av_paola-nora-e-annamaria-valentini_01	Paola Nora e Annamaria Valentini 01	IN000004			10.901417	44.65391	afor_av_paola-nora-e-annamaria-valentini_01
	afor_av_paola-nora-e-annamaria-valentini_02	Paola Nora e Annamaria Valentini 02	IN000005			10.901417	44.65391	afor_av_paola-nora-e-annamaria-valentini_02
	afor_av_rita-ronchetti_01	Rita Ronchetti 01	IN000006			10.9011459	44.6543412	afor_av-rita-ronchetti_01
	afor_av_sandro-vesce_01	Sandro Vesce 01	IN000007			10.901084	44.650861	afor_av_sandro-vesce_01
	afor_av_sandro-vesce_02	Sandro Vesce 02	IN000008			10.901773	44.654371	afor_av_sandro-vesce_02
	afor_av_vittorio-candi_01	Vittorio Candi 01	IN000009			10.900737	44.654406	afor_av_vittorio-candi_01
	afor_av_angelo-fantoni_02	Angelo Fantoni 02	IN000010			10.899878	44.653587	afor_av_angelo-fantoni_02
	afor_av_carlo-candi_01	Carlo Candi 01	IN000011			10.899879	44.650135	afor_av_carlo-candi_01
	afor_av_ermanno-salvalai-e-alberto-salvalai_01	Ermanno Salvalai e Alberto Salvalai 01	IN000012			10.894305	44.651143	afor_av_ermanno-salvalai-e-alberto-salvalai_01
	afor_av_ermanno-salvalai-e-alberto-salvalai_02	Ermanno Salvalai e Alberto Salvalai 02	IN000013			10.894305	44.651143	afor_av_ermanno-salvalai-e-alberto-salvalai_02
	afor_av_eugenio-ronchetti_01	Eugenio Ronchetti 01	IN000014			10.9011459	44.6543412	afor_av-eugenio-ronchetti_01
	afor_av_eugenio-ronchetti_02	Eugenio Ronchetti 02	IN000015			10.899752	44.652157	afor_av-eugenio-ronchetti_02
	afor_av_eugenio-ronchetti_03	Eugenio Ronchetti 03	IN000016			10.900491	44.651758	afor_av-eugenio-ronchetti_03
	afor_av_eugenio-ronchetti_05	Eugenio Ronchetti 05	IN000017			10.901822	44.652992	afor_av-eugenio-ronchetti_05
	afor_av_eugenio-ronchetti_06	Eugenio Ronchetti 06	IN000018			10.9011459	44.6543412	afor_av-eugenio-ronchetti_06
	afor_av_gianmarino-meoni_01	Gian Marino Meoni 01	IN000019			10.9031855	44.6503823	afor_av_gianmarino-meoni_01
	afor_av_annamaria-vincenzi_01	Annamaria Vincenzi	IN000020			10.9031855	44.6503823	afor_av_annamaria-vincenzi_01
